epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
23,31.2438,0.51719,0.5141,0.90316,0.959,0.93745,0.995,0.87015,0.61643,2.05047,1.02173,0.000423385,0.000423385,0.000423385
24,32.3861,0.5131,0.50933,0.9409,0.95559,0.97094,0.995,0.83972,0.65489,2.39903,1.03103,0.000426689,0.000426689,0.000426689
25,33.4533,0.49888,0.49312,0.89132,0.92275,1,0.995,0.85421,0.59252,1.50347,1.00833,0.000428672,0.000428672,0.000428672
26,34.4886,0.51408,0.47734,0.91437,0.97185,1,0.995,0.85655,0.57657,1.34152,1.04725,0.000429336,0.000429336,0.000429336
27,35.5503,0.50397,0.47367,0.89734,0.9397,1,0.995,0.8683,0.56812,1.06745,1.02033,0.000428679,0.000428679,0.000428679
28,36.6336,0.46578,0.44922,0.91208,0.88773,1,0.995,0.88336,0.56017,0.93034,1.00244,0.000426702,0.000426702,0.000426702
29,37.7558,0.44329,0.43443,0.8779,0.93728,0.99484,0.995,0.84373,0.59945,0.75818,1.02592,0.000423405,0.000423405,0.000423405
30,38.7871,0.49882,0.46261,0.93941,0.97616,1,0.995,0.86235,0.55543,0.59164,1.01857,0.000418787,0.000418787,0.000418787
31,39.7883,0.46535,0.41628,0.86881,0.97691,1,0.995,0.84878,0.53907,0.55846,1.02932,0.000412849,0.000412849,0.000412849
32,40.9315,0.4463,0.4063,0.90711,0.97849,1,0.995,0.85776,0.53156,0.51607,1.04286,0.000405591,0.000405591,0.000405591
33,42.0128,0.44584,0.38728,0.8924,0.97377,0.98802,0.995,0.86772,0.53389,0.50757,1.04717,0.000397013,0.000397013,0.000397013
34,43.145,0.43058,0.37987,0.91582,0.97405,0.97374,0.995,0.86758,0.53532,0.49758,1.0247,0.000387114,0.000387114,0.000387114
35,44.1823,0.41625,0.4114,0.8988,0.96061,0.9714,0.995,0.89085,0.52809,0.55385,1.00665,0.000375895,0.000375895,0.000375895
36,45.2985,0.42836,0.41679,0.92078,0.97598,1,0.995,0.89286,0.52709,0.47558,0.99279,0.000363356,0.000363356,0.000363356
37,46.4088,0.40431,0.36092,0.86448,0.96976,1,0.995,0.8822,0.52656,0.47609,0.99838,0.000349497,0.000349497,0.000349497
38,47.439,0.46354,0.38035,0.9029,0.971,1,0.995,0.87591,0.51375,0.47683,0.99774,0.000334317,0.000334317,0.000334317
39,48.5342,0.41152,0.38485,0.86222,0.97107,1,0.995,0.89956,0.49793,0.49556,0.98597,0.000317817,0.000317817,0.000317817
40,49.6095,0.38634,0.37075,0.89031,0.96153,1,0.995,0.89195,0.50099,0.51302,0.98865,0.000299997,0.000299997,0.000299997
41,76.621,0.37875,0.47716,0.8392,0.98482,1,0.995,0.88119,0.50272,0.43245,0.98902,0.000280856,0.000280856,0.000280856
42,77.7592,0.38766,0.448,0.86799,0.99266,1,0.995,0.87193,0.50657,0.36246,0.98538,0.000260395,0.000260395,0.000260395
43,78.8495,0.39197,0.41939,0.84148,0.99254,1,0.995,0.88354,0.5091,0.33238,0.97034,0.000238614,0.000238614,0.000238614
44,79.9077,0.32585,0.38386,0.79761,0.99264,1,0.995,0.89064,0.48499,0.33885,0.95016,0.000215513,0.000215513,0.000215513
45,80.9725,0.32262,0.39526,0.83218,0.99269,1,0.995,0.89855,0.46405,0.33102,0.93937,0.000191092,0.000191092,0.000191092
46,82.0667,0.32229,0.36845,0.79884,0.99227,1,0.995,0.90273,0.44749,0.31863,0.94159,0.00016535,0.00016535,0.00016535
47,83.163,0.3667,0.3837,0.81196,0.9925,1,0.995,0.90667,0.43936,0.31876,0.94702,0.000138288,0.000138288,0.000138288
48,84.2122,0.32758,0.36335,0.82735,0.99345,1,0.995,0.90673,0.44009,0.30506,0.94862,0.000109905,0.000109905,0.000109905
49,85.2484,0.29922,0.35666,0.80537,0.99391,1,0.995,0.90862,0.44226,0.29613,0.94792,8.02027e-05,8.02027e-05,8.02027e-05
50,86.3477,0.29635,0.3592,0.82092,0.99356,1,0.995,0.89138,0.44179,0.29557,0.94707,4.91798e-05,4.91798e-05,4.91798e-05
