epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
20,108.403,0.50675,0.40124,0.91574,0.94023,0.96995,0.99042,0.88307,0.5169,0.97174,0.91208,0.000902021,0.000902021,0.000902021
21,112.015,0.47528,0.36447,0.89957,0.99172,0.98181,0.99421,0.88296,0.51678,0.41069,0.92605,0.000891022,0.000891022,0.000891022
22,115.642,0.5143,0.38705,0.93473,0.98876,1,0.99492,0.86873,0.57051,0.4371,0.97592,0.000880023,0.000880023,0.000880023
23,119.315,0.50085,0.36094,0.92321,0.98021,0.97017,0.98975,0.8872,0.49173,0.45016,0.9156,0.000869024,0.000869024,0.000869024
24,123.134,0.47844,0.35222,0.90253,0.98048,0.98135,0.99325,0.89536,0.50607,0.38886,0.89644,0.000858025,0.000858025,0.000858025
25,126.803,0.48311,0.35937,0.8998,0.97396,0.97421,0.98994,0.89583,0.48358,0.41935,0.89164,0.000847026,0.000847026,0.000847026
26,130.757,0.47904,0.34852,0.90604,0.95814,0.96503,0.97859,0.86809,0.51147,0.4426,0.90881,0.000836027,0.000836027,0.000836027
27,134.501,0.48626,0.34982,0.90377,0.98329,0.98577,0.98517,0.88713,0.48754,0.39536,0.89207,0.000825029,0.000825029,0.000825029
28,138.101,0.49532,0.35691,0.92117,0.98259,0.99167,0.99435,0.90312,0.45193,0.34401,0.87255,0.00081403,0.00081403,0.00081403
29,142.262,0.44876,0.33134,0.8918,0.991,0.99299,0.995,0.90808,0.45766,0.34365,0.86643,0.000803031,0.000803031,0.000803031
30,145.926,0.46233,0.34022,0.90346,0.98806,0.98812,0.995,0.91279,0.44028,0.33738,0.85873,0.000792032,0.000792032,0.000792032
31,149.775,0.44204,0.33683,0.89437,0.98896,0.99309,0.995,0.91371,0.43292,0.31768,0.86872,0.000781033,0.000781033,0.000781033
32,153.79,0.44248,0.33609,0.89649,0.9927,0.99759,0.995,0.92018,0.42066,0.2965,0.85513,0.000770034,0.000770034,0.000770034
33,157.309,0.42531,0.32253,0.88298,0.99601,1,0.995,0.90685,0.43943,0.31294,0.84886,0.000759035,0.000759035,0.000759035
34,160.967,0.4357,0.31884,0.87925,0.99404,0.99637,0.995,0.92123,0.42973,0.32567,0.84135,0.000748036,0.000748036,0.000748036
35,164.634,0.45346,0.32452,0.90369,0.98007,0.98392,0.99376,0.90363,0.4683,0.40862,0.85285,0.000737037,0.000737037,0.000737037
36,168.169,0.43236,0.31809,0.88054,0.98073,0.9716,0.99289,0.89885,0.45545,0.37275,0.87719,0.000726038,0.000726038,0.000726038
37,171.664,0.40289,0.29933,0.88498,0.9905,0.99385,0.99324,0.90569,0.41423,0.31344,0.8489,0.00071504,0.00071504,0.00071504
38,175.65,0.37855,0.2877,0.86527,0.98805,0.99823,0.99484,0.93081,0.40565,0.29619,0.84631,0.000704041,0.000704041,0.000704041
39,179.258,0.4109,0.30422,0.90237,0.98483,0.98774,0.99451,0.92885,0.4048,0.29897,0.84752,0.000693042,0.000693042,0.000693042
40,183.249,0.38817,0.28905,0.87215,0.98522,0.99605,0.99484,0.92825,0.41923,0.29418,0.86408,0.000682043,0.000682043,0.000682043
41,187.569,0.38624,0.29045,0.87849,0.96746,0.97102,0.9732,0.90075,0.4114,0.38828,0.85638,0.000671044,0.000671044,0.000671044
42,191.084,0.39812,0.30028,0.87404,0.96557,0.96725,0.96019,0.88386,0.42545,0.43533,0.85462,0.000660045,0.000660045,0.000660045
43,195.036,0.38359,0.28555,0.87173,0.97849,0.9878,0.99219,0.93142,0.39854,0.32784,0.8456,0.000649046,0.000649046,0.000649046
44,198.696,0.40242,0.30291,0.8894,0.98297,0.98671,0.99339,0.92287,0.424,0.31446,0.85973,0.000638047,0.000638047,0.000638047
45,202.325,0.39909,0.30199,0.8786,0.98056,0.97841,0.9938,0.92135,0.42183,0.32761,0.85386,0.000627048,0.000627048,0.000627048
46,205.868,0.38838,0.29686,0.87479,0.99002,0.99584,0.99308,0.94082,0.3847,0.29469,0.84109,0.000616049,0.000616049,0.000616049
47,209.893,0.36848,0.27891,0.86721,0.99189,0.99399,0.9939,0.93468,0.3824,0.28852,0.83324,0.000605051,0.000605051,0.000605051
48,213.556,0.38133,0.28164,0.87596,0.98898,0.98405,0.99374,0.92714,0.39722,0.30888,0.83382,0.000594052,0.000594052,0.000594052
49,217.46,0.38165,0.28073,0.87159,0.99598,0.99254,0.995,0.93604,0.39303,0.27002,0.82912,0.000583053,0.000583053,0.000583053
50,221.248,0.36919,0.26846,0.86559,0.99476,0.99881,0.995,0.92613,0.42045,0.27469,0.83901,0.000572054,0.000572054,0.000572054
51,224.756,0.38309,0.2808,0.86973,0.99235,0.99726,0.995,0.91798,0.42527,0.27643,0.84556,0.000561055,0.000561055,0.000561055
52,228.8,0.38002,0.26563,0.86638,0.99356,0.9929,0.995,0.93838,0.39043,0.27674,0.83341,0.000550056,0.000550056,0.000550056
53,232.457,0.34955,0.2633,0.85676,0.99676,0.99679,0.995,0.92397,0.40992,0.27969,0.84191,0.000539057,0.000539057,0.000539057
54,236.03,0.36329,0.26378,0.88404,0.99513,1,0.995,0.93373,0.38649,0.25604,0.83669,0.000528058,0.000528058,0.000528058
55,240.055,0.3497,0.25386,0.85818,0.99554,1,0.995,0.94029,0.396,0.26097,0.84104,0.000517059,0.000517059,0.000517059
56,243.593,0.37859,0.27394,0.86979,0.98804,0.98855,0.995,0.92953,0.39552,0.28441,0.8484,0.00050606,0.00050606,0.00050606
57,247.218,0.36615,0.26728,0.8649,0.98956,0.9951,0.995,0.92511,0.40627,0.26945,0.85613,0.000495062,0.000495062,0.000495062
58,250.735,0.36147,0.26127,0.86213,0.9964,1,0.995,0.93352,0.40628,0.25074,0.84768,0.000484063,0.000484063,0.000484063
59,254.647,0.37318,0.25933,0.88287,0.9968,1,0.995,0.94778,0.37561,0.25023,0.82734,0.000473064,0.000473064,0.000473064
60,258.273,0.33297,0.24787,0.84697,0.99666,0.99652,0.995,0.93251,0.38736,0.2417,0.83924,0.000462065,0.000462065,0.000462065
61,262.039,0.32366,0.2509,0.84983,0.99689,0.99608,0.995,0.93717,0.37826,0.25498,0.84072,0.000451066,0.000451066,0.000451066
62,265.72,0.32768,0.24011,0.8548,0.99327,0.99616,0.995,0.94682,0.3556,0.26311,0.82221,0.000440067,0.000440067,0.000440067
63,269.286,0.33283,0.25708,0.84721,0.9934,0.99619,0.995,0.93703,0.37734,0.26604,0.83059,0.000429068,0.000429068,0.000429068
64,273.087,0.33018,0.25482,0.8584,0.99703,0.99944,0.995,0.94994,0.34052,0.23056,0.81228,0.000418069,0.000418069,0.000418069
65,276.725,0.32281,0.2505,0.84786,0.99676,1,0.995,0.93136,0.37292,0.23448,0.82605,0.00040707,0.00040707,0.00040707
66,280.379,0.33618,0.24673,0.85791,0.97683,0.98353,0.98736,0.93238,0.36319,0.31388,0.82366,0.000396071,0.000396071,0.000396071
67,284.084,0.34296,0.2545,0.86888,0.98355,0.98798,0.99426,0.94545,0.36755,0.25533,0.82919,0.000385073,0.000385073,0.000385073
68,287.883,0.32056,0.23434,0.86494,0.98705,0.99602,0.99476,0.94219,0.3631,0.24685,0.83162,0.000374074,0.000374074,0.000374074
69,291.514,0.31984,0.24575,0.87123,0.98573,0.9922,0.99451,0.94532,0.35125,0.23898,0.82726,0.000363075,0.000363075,0.000363075
70,295.407,0.30729,0.23286,0.85346,0.98408,0.98936,0.99382,0.94371,0.37111,0.25561,0.84105,0.000352076,0.000352076,0.000352076
71,299.462,0.30331,0.22736,0.84649,0.98082,0.99542,0.99379,0.94444,0.35144,0.25616,0.83013,0.000341077,0.000341077,0.000341077
72,303.023,0.31123,0.23167,0.86429,0.98419,0.98893,0.99371,0.94859,0.356,0.26221,0.82791,0.000330078,0.000330078,0.000330078
73,306.783,0.30439,0.2384,0.86203,0.97092,0.98927,0.99213,0.94581,0.3493,0.27569,0.81985,0.000319079,0.000319079,0.000319079
74,310.764,0.29122,0.22344,0.84003,0.98031,0.97876,0.98885,0.94649,0.35275,0.28992,0.82409,0.00030808,0.00030808,0.00030808
75,314.35,0.29916,0.2223,0.8495,0.97592,0.98056,0.99245,0.94617,0.33813,0.28344,0.81717,0.000297081,0.000297081,0.000297081
76,317.884,0.28321,0.21551,0.84176,0.9774,0.98173,0.99363,0.95767,0.33645,0.27068,0.81942,0.000286083,0.000286083,0.000286083
77,321.556,0.30852,0.23274,0.85294,0.97812,0.98313,0.99315,0.95137,0.33259,0.2742,0.81739,0.000275084,0.000275084,0.000275084
78,325.058,0.30448,0.22846,0.86387,0.97799,0.98788,0.99316,0.95005,0.33632,0.27,0.81949,0.000264085,0.000264085,0.000264085
79,329.043,0.3031,0.22302,0.8455,0.98278,0.98791,0.99298,0.95157,0.34107,0.25957,0.8203,0.000253086,0.000253086,0.000253086
80,333.18,0.29675,0.21221,0.86146,0.98468,0.99285,0.99308,0.94865,0.35117,0.24739,0.82292,0.000242087,0.000242087,0.000242087
81,336.682,0.28132,0.21408,0.8489,0.98681,0.99607,0.99435,0.96049,0.32501,0.23184,0.81521,0.000231088,0.000231088,0.000231088
82,340.415,0.27672,0.20307,0.83537,0.98692,0.99568,0.99476,0.95924,0.34153,0.22926,0.8204,0.000220089,0.000220089,0.000220089
83,344.207,0.29532,0.21433,0.84957,0.9849,0.99604,0.99492,0.95967,0.33717,0.23375,0.8146,0.00020909,0.00020909,0.00020909
84,347.945,0.2897,0.22066,0.84909,0.98189,0.99468,0.99435,0.96147,0.3267,0.23874,0.81108,0.000198091,0.000198091,0.000198091
85,351.665,0.27367,0.21219,0.83647,0.98044,0.99334,0.99459,0.95041,0.34615,0.24525,0.81967,0.000187092,0.000187092,0.000187092
86,355.73,0.28168,0.2156,0.84036,0.98119,0.99405,0.99417,0.95464,0.3288,0.2363,0.81492,0.000176094,0.000176094,0.000176094
87,359.378,0.3004,0.22485,0.8624,0.98472,0.99371,0.99442,0.94964,0.33821,0.23116,0.81655,0.000165095,0.000165095,0.000165095
88,363.222,0.2741,0.20303,0.83702,0.98342,0.99584,0.99492,0.9567,0.33168,0.22621,0.81379,0.000154096,0.000154096,0.000154096
89,366.941,0.27275,0.21287,0.84621,0.98448,0.99177,0.995,0.96748,0.31247,0.22014,0.80863,0.000143097,0.000143097,0.000143097
90,370.521,0.26782,0.19506,0.84143,0.98675,0.99199,0.995,0.95491,0.32995,0.21629,0.81509,0.000132098,0.000132098,0.000132098
91,400.942,0.25954,0.19952,0.80192,0.98995,0.99852,0.995,0.96251,0.31539,0.2035,0.80941,0.000121099,0.000121099,0.000121099
92,404.85,0.25209,0.19462,0.79492,0.99478,1,0.995,0.95951,0.32245,0.20402,0.80965,0.0001101,0.0001101,0.0001101
93,408.569,0.24076,0.18952,0.78525,0.99582,1,0.995,0.95962,0.32594,0.20124,0.81316,9.91012e-05,9.91012e-05,9.91012e-05
94,412.207,0.22135,0.1819,0.80126,0.99618,1,0.995,0.95859,0.32168,0.19757,0.81059,8.81023e-05,8.81023e-05,8.81023e-05
95,415.891,0.22898,0.18613,0.79348,0.99616,1,0.995,0.95761,0.32298,0.19621,0.80906,7.71034e-05,7.71034e-05,7.71034e-05
96,419.518,0.20868,0.18546,0.78959,0.99554,1,0.995,0.9587,0.32566,0.1988,0.80923,6.61045e-05,6.61045e-05,6.61045e-05
97,423.505,0.20766,0.17057,0.79064,0.99494,0.9968,0.995,0.95391,0.32595,0.20669,0.80962,5.51056e-05,5.51056e-05,5.51056e-05
98,427.214,0.20793,0.17006,0.78475,0.9947,0.9966,0.995,0.95484,0.32929,0.20598,0.81022,4.41067e-05,4.41067e-05,4.41067e-05
99,430.913,0.22081,0.17614,0.79837,0.99409,0.99655,0.995,0.95714,0.3303,0.20599,0.81091,3.31078e-05,3.31078e-05,3.31078e-05
100,434.533,0.20791,0.16402,0.79162,0.99285,0.99641,0.995,0.95152,0.33133,0.20843,0.81207,2.21089e-05,2.21089e-05,2.21089e-05
