epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
31,24.6098,0.46548,0.73558,0.89067,0.98064,1,0.995,0.80097,0.79532,3.0195,1.14436,0.0002436,0.0002436,0.0002436
32,25.348,0.51968,0.73538,0.92328,0.98505,1,0.995,0.77125,0.88948,3.17776,1.19467,0.000239444,0.000239444,0.000239444
33,26.0539,0.5077,0.72523,0.91713,0.98595,1,0.995,0.7388,0.95597,3.29522,1.21781,0.000234496,0.000234496,0.000234496
34,26.7452,0.48617,0.72723,0.88713,0.98606,1,0.995,0.73873,0.94869,3.29351,1.21424,0.000228756,0.000228756,0.000228756
35,27.4601,0.5062,0.69299,0.91615,0.99207,1,0.995,0.78481,0.82111,3.01771,1.16443,0.000222224,0.000222224,0.000222224
36,28.1977,0.45238,0.60664,0.8582,0.99309,1,0.995,0.75375,0.75205,2.82071,1.12344,0.0002149,0.0002149,0.0002149
37,28.9487,0.52415,0.63049,0.88829,0.99294,1,0.995,0.7398,0.76456,2.75596,1.12446,0.000206784,0.000206784,0.000206784
38,29.6869,0.51523,0.6552,0.92157,0.99279,1,0.995,0.74115,0.77252,2.70664,1.11237,0.000197876,0.000197876,0.000197876
39,30.4191,0.56379,0.5968,0.93841,0.99274,1,0.995,0.76498,0.75193,2.71164,1.08645,0.000188176,0.000188176,0.000188176
40,31.1421,0.52091,0.61264,0.90061,0.99233,1,0.995,0.76498,0.75108,2.52618,1.10997,0.000177684,0.000177684,0.000177684
41,37.6205,0.45751,1.03046,0.88774,0.99095,1,0.995,0.74825,0.75376,2.52776,1.12612,0.0001664,0.0001664,0.0001664
42,38.372,0.45231,0.84855,0.86359,0.98907,1,0.995,0.75985,0.7484,2.58961,1.10755,0.000154324,0.000154324,0.000154324
43,39.0996,0.39996,0.79586,0.90744,0.98924,1,0.995,0.75985,0.75625,2.45273,1.08807,0.000141456,0.000141456,0.000141456
44,39.782,0.37813,0.73838,0.83587,0.9906,1,0.995,0.75849,0.7669,2.24859,1.07907,0.000127796,0.000127796,0.000127796
45,40.474,0.40609,0.67405,0.78557,0.99201,1,0.995,0.77331,0.77689,2.05526,1.07253,0.000113344,0.000113344,0.000113344
46,41.19,0.35299,0.65893,0.82956,0.99286,1,0.995,0.80638,0.75915,1.88323,1.05845,9.81e-05,9.81e-05,9.81e-05
47,41.871,0.39199,0.69232,0.81763,0.99294,1,0.995,0.80904,0.74286,1.73998,1.04789,8.2064e-05,8.2064e-05,8.2064e-05
48,42.602,0.32322,0.64886,0.85326,0.99274,1,0.995,0.83713,0.72226,1.64299,1.035,6.5236e-05,6.5236e-05,6.5236e-05
49,43.3339,0.2993,0.61525,0.82366,0.99274,1,0.995,0.8448,0.71624,1.57417,1.02908,4.7616e-05,4.7616e-05,4.7616e-05
50,44.0327,0.38125,0.68098,0.75142,0.99274,1,0.995,0.8518,0.71471,1.50972,1.02757,2.9204e-05,2.9204e-05,2.9204e-05
