epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,2.82863,0.74605,6.72863,1.06794,0.06288,0.14286,0.04259,0.01652,0.77193,9.32118,1.02294,0,0,0
2,4.07591,0.88601,6.26229,1.15454,0.08561,0.28571,0.03814,0.02069,0.76652,9.45652,1.01991,1.9604e-05,1.9604e-05,1.9604e-05
3,4.84414,0.73197,5.90434,1.08951,0.07267,0.28571,0.03527,0.01988,0.77318,9.43846,1.01628,3.8416e-05,3.8416e-05,3.8416e-05
4,5.45353,0.71124,5.54639,1.08064,0.04101,0.14286,0.03364,0.02014,0.79198,9.42163,1.0216,5.6436e-05,5.6436e-05,5.6436e-05
5,6.03479,0.6749,5.76725,1.00312,0.04208,0.14286,0.03064,0.02046,0.77629,9.50625,1.0153,7.3664e-05,7.3664e-05,7.3664e-05
6,6.63692,0.7349,5.33277,1.05865,0.04303,0.14286,0.02917,0.02031,0.77718,9.42434,1.01237,9.01e-05,9.01e-05,9.01e-05
7,7.20911,0.90463,6.43282,1.14415,0.0463,0.14286,0.03018,0.02147,0.77512,9.48752,1.00501,0.000105744,0.000105744,0.000105744
8,7.80406,0.77225,6.03045,1.14422,0.04784,0.14286,0.02943,0.02078,0.77988,9.70532,1.00706,0.000120596,0.000120596,0.000120596
9,8.40169,0.73565,6.31324,1.08592,0.0494,0.14286,0.02975,0.02149,0.7863,9.72625,1.02154,0.000134656,0.000134656,0.000134656
10,9.10306,0.70797,5.70789,1.08259,0.98048,1,0.995,0.80531,0.77679,4.72397,1.00587,0.000147924,0.000147924,0.000147924
11,9.83812,0.7222,3.36079,1.05375,0.96822,1,0.995,0.77888,0.76061,4.59124,1.02757,0.0001604,0.0001604,0.0001604
12,10.5485,0.55268,2.45951,0.96802,0.82802,0.6915,0.841,0.59072,0.87096,5.48178,1.07044,0.000172084,0.000172084,0.000172084
13,11.2897,0.65872,2.35575,0.99006,0.50217,1,0.68453,0.47749,0.86606,6.41247,1.06136,0.000182976,0.000182976,0.000182976
14,12.0392,0.57559,2.26173,0.94268,0.96867,1,0.995,0.77988,0.7681,5.22015,1.01514,0.000193076,0.000193076,0.000193076
15,12.735,0.67655,2.1949,1.03857,0.98139,1,0.995,0.7971,0.65418,4.79558,0.9641,0.000202384,0.000202384,0.000202384
16,13.441,0.65823,1.81315,1.00548,0.98554,1,0.995,0.81202,0.63012,4.5732,0.95251,0.0002109,0.0002109,0.0002109
17,14.1874,0.60232,1.8785,0.90941,0.98954,1,0.995,0.79644,0.70597,4.78539,0.98036,0.000218624,0.000218624,0.000218624
18,14.9132,0.53895,1.37248,0.89254,0.9865,1,0.995,0.74598,0.82109,4.9437,1.04909,0.000225556,0.000225556,0.000225556
19,15.6118,0.56131,1.51016,0.94707,0.97637,1,0.995,0.75015,0.82575,4.81912,1.07988,0.000231696,0.000231696,0.000231696
20,16.3262,0.52233,1.14678,0.91636,0.97071,1,0.995,0.74825,0.80899,4.88233,1.09412,0.000237044,0.000237044,0.000237044
21,17.0329,0.56209,1.26258,0.96495,0.98144,1,0.995,0.80265,0.62199,4.67524,0.97768,0.0002416,0.0002416,0.0002416
22,17.7427,0.55956,1.14443,0.90943,0.98665,1,0.995,0.83412,0.66118,4.68516,0.96607,0.000245364,0.000245364,0.000245364
23,18.5225,0.57563,1.06829,0.9131,0.98995,1,0.995,0.82612,0.75336,4.63485,1.00344,0.000248336,0.000248336,0.000248336
24,19.2743,0.54086,0.95543,0.90447,0.99029,1,0.995,0.80964,0.75542,4.34188,1.0275,0.000250516,0.000250516,0.000250516
25,20.0823,0.5548,0.95207,0.92271,0.98622,1,0.995,0.79787,0.81732,4.11727,1.06849,0.000251904,0.000251904,0.000251904
26,20.9174,0.47839,0.78969,0.85091,0.98654,1,0.995,0.78946,0.86174,3.55605,1.13212,0.0002525,0.0002525,0.0002525
27,21.6432,0.61935,0.9984,1.02621,0.98878,1,0.995,0.7811,0.79585,3.23442,1.09473,0.000252304,0.000252304,0.000252304
28,22.3274,0.47064,0.92474,0.8906,0.99116,1,0.995,0.794,0.75121,2.96164,1.06585,0.000251316,0.000251316,0.000251316
29,23.1031,0.4724,0.6923,0.86522,0.99247,1,0.995,0.794,0.69388,2.9286,1.03236,0.000249536,0.000249536,0.000249536
30,23.8067,0.48633,0.71779,0.89723,0.98591,1,0.995,0.77934,0.70484,2.99661,1.0434,0.000246964,0.000246964,0.000246964
