epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
17,117.56,0.4696,0.36939,0.90186,0.99007,1,0.995,0.85388,0.63297,0.36969,1.01529,0.0006832,0.0006832,0.0006832
18,123.992,0.51022,0.37849,0.93001,0.99112,0.99258,0.995,0.88695,0.50742,0.33918,0.92495,0.0006634,0.0006634,0.0006634
19,130.66,0.48341,0.356,0.92296,0.99443,1,0.995,0.89076,0.51934,0.3139,0.93823,0.0006436,0.0006436,0.0006436
20,137.282,0.49312,0.35748,0.91736,0.99366,1,0.995,0.87321,0.58194,0.33334,0.98239,0.0006238,0.0006238,0.0006238
21,143.402,0.46963,0.35207,0.91498,0.99303,1,0.995,0.89227,0.50847,0.31595,0.94638,0.000604,0.000604,0.000604
22,149.761,0.46013,0.3431,0.91,0.98102,0.99984,0.995,0.8801,0.53308,0.34553,0.94641,0.0005842,0.0005842,0.0005842
23,156.211,0.45542,0.34774,0.8943,0.9892,0.99752,0.995,0.89183,0.50873,0.34264,0.94666,0.0005644,0.0005644,0.0005644
24,162.709,0.44102,0.33716,0.90407,0.99224,0.99306,0.99473,0.8852,0.49026,0.34724,0.92813,0.0005446,0.0005446,0.0005446
25,168.658,0.45938,0.33374,0.90816,0.99574,1,0.995,0.89922,0.46081,0.31461,0.90966,0.0005248,0.0005248,0.0005248
26,175.659,0.4325,0.33665,0.89695,0.9968,1,0.995,0.89804,0.49955,0.32155,0.93838,0.000505,0.000505,0.000505
27,182.282,0.43794,0.33558,0.89485,0.98902,0.99812,0.995,0.90992,0.44796,0.29135,0.89515,0.0004852,0.0004852,0.0004852
28,189.029,0.41314,0.31841,0.89586,0.98798,1,0.995,0.90752,0.44721,0.30639,0.90136,0.0004654,0.0004654,0.0004654
29,195.245,0.4034,0.30904,0.89188,0.98793,1,0.995,0.91445,0.43476,0.28788,0.89683,0.0004456,0.0004456,0.0004456
30,201.638,0.42334,0.3255,0.9017,0.99341,0.99759,0.995,0.91883,0.43409,0.27561,0.89495,0.0004258,0.0004258,0.0004258
31,208.347,0.40001,0.30097,0.8987,0.99312,1,0.995,0.92715,0.42687,0.26785,0.89127,0.000406,0.000406,0.000406
32,215.047,0.40982,0.30265,0.8993,0.99472,0.99957,0.995,0.91578,0.4467,0.27631,0.8914,0.0003862,0.0003862,0.0003862
33,221.432,0.38021,0.29754,0.87079,0.99573,1,0.995,0.92066,0.43548,0.28496,0.88578,0.0003664,0.0003664,0.0003664
34,228.357,0.38033,0.28965,0.88076,0.99648,1,0.995,0.92212,0.41691,0.26685,0.87444,0.0003466,0.0003466,0.0003466
35,235.201,0.37214,0.28485,0.87466,0.99485,1,0.995,0.92395,0.41472,0.26584,0.87873,0.0003268,0.0003268,0.0003268
36,242.007,0.37584,0.2846,0.87396,0.9959,1,0.995,0.91952,0.41262,0.26034,0.87663,0.000307,0.000307,0.000307
37,247.946,0.35905,0.26721,0.86538,0.99515,0.99797,0.995,0.92532,0.41948,0.2551,0.88652,0.0002872,0.0002872,0.0002872
38,254.51,0.35391,0.25922,0.86381,0.98739,0.99573,0.9942,0.92706,0.41998,0.25984,0.88422,0.0002674,0.0002674,0.0002674
39,261.896,0.35653,0.26676,0.88393,0.99641,1,0.995,0.9203,0.41777,0.25132,0.88589,0.0002476,0.0002476,0.0002476
40,267.267,0.35292,0.27267,0.87049,0.99655,1,0.995,0.92482,0.41193,0.2414,0.87792,0.0002278,0.0002278,0.0002278
41,297.662,0.33842,0.27406,0.8455,0.99379,1,0.995,0.92714,0.41085,0.2472,0.87512,0.000208,0.000208,0.000208
42,302.798,0.32586,0.27121,0.83536,0.99211,1,0.995,0.92561,0.40857,0.24705,0.88025,0.0001882,0.0001882,0.0001882
43,307.419,0.30568,0.24003,0.83756,0.99383,1,0.995,0.9256,0.40948,0.24244,0.87894,0.0001684,0.0001684,0.0001684
44,312.135,0.30868,0.25459,0.84096,0.99394,0.99702,0.995,0.93643,0.39656,0.24551,0.87072,0.0001486,0.0001486,0.0001486
45,316.404,0.30943,0.25665,0.83928,0.98874,0.99418,0.995,0.93023,0.41526,0.25358,0.87985,0.0001288,0.0001288,0.0001288
46,320.829,0.30935,0.24588,0.84241,0.98985,0.99492,0.995,0.92642,0.40614,0.24376,0.87707,0.000109,0.000109,0.000109
47,324.861,0.27943,0.2264,0.84494,0.99317,0.99945,0.995,0.9333,0.39928,0.24089,0.87346,8.92e-05,8.92e-05,8.92e-05
48,328.341,0.26579,0.22589,0.82106,0.99401,1,0.995,0.92673,0.41162,0.24259,0.88344,6.94e-05,6.94e-05,6.94e-05
49,331.84,0.26995,0.22858,0.81787,0.99549,1,0.995,0.92977,0.40469,0.23843,0.8814,4.96e-05,4.96e-05,4.96e-05
50,335.408,0.27086,0.21687,0.81068,0.99503,1,0.995,0.93678,0.38917,0.23461,0.87346,2.98e-05,2.98e-05,2.98e-05
