epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
14,56.2399,0.54836,0.43763,0.90429,0.97459,0.99765,0.99473,0.86521,0.58998,0.52097,0.9524,0.0007426,0.0007426,0.0007426
15,59.7092,0.54784,0.44076,0.92053,0.98865,0.99921,0.995,0.88131,0.5288,0.47484,0.89475,0.0007228,0.0007228,0.0007228
16,63.434,0.5285,0.39942,0.91334,0.99509,0.99346,0.995,0.87708,0.53808,0.4146,0.91456,0.000703,0.000703,0.000703
17,66.8715,0.51307,0.39427,0.90806,0.98294,0.98947,0.99388,0.87968,0.52842,0.44491,0.91422,0.0006832,0.0006832,0.0006832
18,70.3943,0.49107,0.37609,0.90655,0.96888,0.95259,0.97697,0.8642,0.5284,0.42414,0.9302,0.0006634,0.0006634,0.0006634
19,74.2204,0.49579,0.38613,0.91776,0.97867,1,0.995,0.90094,0.46634,0.36916,0.89482,0.0006436,0.0006436,0.0006436
20,78.2973,0.49195,0.36816,0.91428,0.98709,0.98611,0.99276,0.87126,0.53727,0.35932,0.93134,0.0006238,0.0006238,0.0006238
21,81.8147,0.4801,0.3576,0.89707,0.98397,0.9864,0.98842,0.87989,0.49332,0.35205,0.89785,0.000604,0.000604,0.000604
22,85.2183,0.46268,0.34837,0.89916,0.98778,0.99136,0.995,0.89297,0.47339,0.32665,0.8917,0.0005842,0.0005842,0.0005842
23,89.0676,0.44008,0.33263,0.87436,0.99057,0.98766,0.995,0.90043,0.45792,0.3211,0.88089,0.0005644,0.0005644,0.0005644
24,92.6541,0.43104,0.33702,0.88987,0.99444,1,0.995,0.89911,0.46728,0.31024,0.88879,0.0005446,0.0005446,0.0005446
25,96.214,0.44402,0.33203,0.88971,0.99566,1,0.995,0.90984,0.44265,0.2988,0.87459,0.0005248,0.0005248,0.0005248
26,99.6654,0.43251,0.32284,0.88814,0.99492,1,0.995,0.90345,0.48214,0.30996,0.89051,0.000505,0.000505,0.000505
27,103.355,0.44263,0.32197,0.89119,0.99426,0.99596,0.995,0.91691,0.42652,0.28857,0.86437,0.0004852,0.0004852,0.0004852
28,106.786,0.44664,0.31369,0.89584,0.99582,0.99442,0.995,0.89748,0.4861,0.3054,0.88984,0.0004654,0.0004654,0.0004654
29,110.414,0.39725,0.30204,0.87016,0.99467,0.99479,0.995,0.90631,0.46949,0.30126,0.87611,0.0004456,0.0004456,0.0004456
30,113.832,0.3902,0.30267,0.86266,0.99348,0.99363,0.995,0.92097,0.42489,0.28291,0.85738,0.0004258,0.0004258,0.0004258
31,117.309,0.38453,0.29546,0.8676,0.99398,0.99424,0.995,0.90408,0.46321,0.29495,0.87628,0.000406,0.000406,0.000406
32,120.827,0.38175,0.27946,0.8703,0.99395,0.99793,0.995,0.93033,0.41517,0.27711,0.85273,0.0003862,0.0003862,0.0003862
33,124.507,0.37727,0.28965,0.85484,0.99422,0.99872,0.995,0.92024,0.42091,0.2766,0.85337,0.0003664,0.0003664,0.0003664
34,127.762,0.38086,0.2904,0.86015,0.99632,1,0.995,0.91988,0.42296,0.27575,0.85899,0.0003466,0.0003466,0.0003466
35,131.128,0.38589,0.28771,0.8749,0.99562,1,0.995,0.92982,0.40455,0.25826,0.85562,0.0003268,0.0003268,0.0003268
36,134.292,0.37523,0.28542,0.86605,0.99541,0.99837,0.995,0.9267,0.40495,0.2573,0.85124,0.000307,0.000307,0.000307
37,137.532,0.35846,0.26963,0.86265,0.99514,1,0.995,0.93464,0.38764,0.25449,0.8462,0.0002872,0.0002872,0.0002872
38,140.754,0.37907,0.27761,0.8654,0.99462,0.99896,0.995,0.93266,0.38794,0.24915,0.8434,0.0002674,0.0002674,0.0002674
39,144.152,0.35135,0.26455,0.85586,0.99583,0.99912,0.995,0.9384,0.3781,0.2429,0.83982,0.0002476,0.0002476,0.0002476
40,147.474,0.34914,0.26231,0.86376,0.99544,1,0.995,0.93759,0.36905,0.22774,0.84186,0.0002278,0.0002278,0.0002278
41,200.517,0.34946,0.27573,0.83895,0.99322,1,0.995,0.92775,0.41096,0.24172,0.8513,0.000208,0.000208,0.000208
42,204.135,0.31795,0.25861,0.82625,0.99441,1,0.995,0.94265,0.38467,0.23481,0.84083,0.0001882,0.0001882,0.0001882
43,207.467,0.29105,0.25363,0.81559,0.99405,1,0.995,0.93184,0.40009,0.23865,0.85002,0.0001684,0.0001684,0.0001684
44,210.733,0.28869,0.24295,0.81807,0.99435,1,0.995,0.92914,0.39243,0.23674,0.85074,0.0001486,0.0001486,0.0001486
45,214.119,0.29464,0.25709,0.81222,0.99513,1,0.995,0.92971,0.39012,0.23535,0.85379,0.0001288,0.0001288,0.0001288
46,217.387,0.29852,0.26271,0.82321,0.99575,1,0.995,0.93586,0.3893,0.23685,0.85619,0.000109,0.000109,0.000109
47,220.525,0.27531,0.22577,0.80252,0.99621,1,0.995,0.93858,0.37682,0.22617,0.84966,8.92e-05,8.92e-05,8.92e-05
48,223.755,0.26271,0.21793,0.80028,0.99625,1,0.995,0.94152,0.37689,0.22048,0.85103,6.94e-05,6.94e-05,6.94e-05
49,227.043,0.26184,0.21691,0.80689,0.99602,1,0.995,0.9458,0.37468,0.219,0.85063,4.96e-05,4.96e-05,4.96e-05
50,230.186,0.26424,0.223,0.8062,0.99558,1,0.995,0.94655,0.3708,0.21554,0.84905,2.98e-05,2.98e-05,2.98e-05
